h3_9,n_violations,n_days_active,mean_obstruct_w,mean_pcu,heavy_share,main_road_share,crossing_signal_share,footpath_share,junction_share,peak_share,am_peak_share,pm_peak_share,night_share,weekend_share,mean_expo,hour_entropy,modal_hour,approval_rate,scita_share,impact_sum,lat,lon,dom_station,dom_violation,active_days_ratio,vio_per_active_day,impact_per_violation,log_n
8960145941bffff,40,6,0.595,1.0050000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.925,0.675,0.16999999999999998,1.4181742981540957,3,0.8928571428571429,0.925,4.112,13.032082227500002,77.563901155,Yeshwanthpura,WRONG PARKING,0.039735099337748346,6.666666666666667,0.1028,3.713572066704308
89601459423ffff,5,3,0.6,1.6199999999999999,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.36,1.5219282299555632,4,0.0,0.8,1.7999999999999998,13.030912,77.55342902,Yeshwanthpura,WRONG PARKING,0.019867549668874173,1.6666666666666667,0.36,1.791759469228055
8960145942bffff,12,3,0.7999999999999999,0.7999999999999999,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.3333333333333333,0.20000000000000004,1.4591479756585444,5,1.0,1.0,1.356,13.033147333333332,77.55470761666668,Yeshwanthpura,PARKING IN A MAIN ROAD,0.019867549668874173,4.0,0.113,2.5649493574615367
8960145943bffff,1,1,0.6,0.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,7.208210851958012e-07,8,0.0,1.0,0.3,13.0336414,77.5557705,Yeshwanthpura,WRONG PARKING,0.006622516556291391,1.0,0.3,0.6931471805599453
89601459443ffff,36,18,0.5694444444444444,0.963888888888889,0.0,0.05555555555555555,0.0,0.05555555555555555,0.0,0.25,0.25,0.0,0.25,0.25,0.6388888888888888,2.799426117899365,11,0.7,0.6666666666666666,12.54,13.03830273888889,77.56601653333333,Kodigehalli,NO PARKING,0.11920529801324503,2.0,0.34833333333333333,3.6109179126442243
8960145944bffff,1,1,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,7.208210851958012e-07,10,1.0,1.0,0.5,13.0402034,77.5662741,Kodigehalli,NO PARKING,0.006622516556291391,1.0,0.5,0.6931471805599453
8960145944fffff,1,1,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,7.208210851958012e-07,4,0.0,1.0,0.1,13.0393588,77.564235,Kodigehalli,PARKING IN A MAIN ROAD,0.006622516556291391,1.0,0.1,0.6931471805599453
89601459453ffff,31,21,0.5903225806451613,0.9774193548387097,0.0,0.12903225806451613,0.0,0.03225806451612903,0.0,0.3225806451612903,0.3225806451612903,0.0,0.25806451612903225,0.22580645161290322,0.6290322580645161,3.0214173913957927,11,0.6666666666666666,0.6129032258064516,10.88,13.035421529032257,77.56762428387097,Sadashivanagar,NO PARKING,0.1390728476821192,1.4761904761904763,0.3509677419354839,3.4657359027997265
89601459457ffff,5,5,0.5,1.1199999999999999,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,0.0,0.0,0.9199999999999999,1.5219282299555632,8,0.5,0.8,2.6,13.036306360000001,77.56638236,Sadashivanagar,NO PARKING,0.033112582781456956,1.0,0.52,1.791759469228055
8960145945bffff,2,2,0.55,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.15000000000000002,1.000000344740523,4,0.0,1.0,0.16,13.03980555,77.56855535,Kodigehalli,NO PARKING,0.013245033112582781,1.0,0.08,1.0986122886681098
8960145946bffff,8,4,0.5125,0.95,0.0,0.0,0.0,0.0,0.0,0.75,0.75,0.0,0.125,0.0,0.8375,1.8112782059791768,8,1.0,0.25,3.17,13.0419070375,77.5572676375,Jalahalli,NO PARKING,0.026490066225165563,2.0,0.39625,2.1972245773362196
89601459477ffff,158,32,0.7018987341772152,0.8911392405063292,0.0189873417721519,0.26582278481012656,0.0,0.04430379746835443,0.0,0.13291139240506328,0.13291139240506328,0.0,0.6708860759493671,0.3291139240506329,0.35443037974683544,3.0291471262749723,3,0.8099173553719008,0.9746835443037974,37.777,13.03449353256703,77.55731743406687,Yeshwanthpura,WRONG PARKING,0.2119205298013245,4.9375,0.23909493670886076,5.0689042022202315
89601459487ffff,40,4,0.6,1.0574999999999999,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.25,0.525,0.44749999999999995,2.173792354819357,6,0.8611111111111112,0.9,11.315999999999999,13.022818605000001,77.5629574175,Yeshwanthpura,WRONG PARKING,0.026490066225165563,10.0,0.2829,3.713572066704308
8960145948fffff,2,2,0.6,0.75,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.8,1.000000344740523,10,1.0,0.5,0.6599999999999999,13.02508275,77.5623494,Sadashivanagar,WRONG PARKING,0.013245033112582781,1.0,0.32999999999999996,1.0986122886681098
896014594a3ffff,5,1,0.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.5484508892668116e-07,6,0.0,1.0,1.2,13.02321246,77.55687576,Yeshwanthpura,WRONG PARKING,0.006622516556291391,5.0,0.24,1.791759469228055
896014594a7ffff,12,3,0.6,1.2666666666666666,0.08333333333333333,0.0,0.0,0.0,0.0,0.4166666666666667,0.4166666666666667,0.0,0.0,0.0,0.6749999999999999,1.325011269780256,6,0.6,1.0,6.239999999999999,13.021978033333333,77.55323695,Yeshwanthpura,WRONG PARKING,0.019867549668874173,4.0,0.5199999999999999,2.5649493574615367
896014594b7ffff,185,32,0.6405405405405405,0.6994594594594595,0.0,0.15675675675675677,0.0,0.016216216216216217,0.0,0.23243243243243245,0.23243243243243245,0.0,0.5351351351351351,0.1945945945945946,0.44000000000000006,3.04430203393277,4,0.5979381443298969,0.8918918918918919,40.882,13.019343595858848,77.55706119872792,Yeshwanthpura,WRONG PARKING,0.2119205298013245,5.78125,0.22098378378378378,5.225746673713202
896014594bbffff,1,1,0.6,1.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,7.208210851958012e-07,8,0.0,1.0,0.8999999999999999,13.0251005,77.559003,Yeshwanthpura,WRONG PARKING,0.006622516556291391,1.0,0.8999999999999999,0.6931471805599453
896014594c3ffff,18,13,0.7055555555555555,1.0555555555555556,0.05555555555555555,0.3888888888888889,0.0,0.2777777777777778,0.0,0.5,0.5,0.0,0.1111111111111111,0.4444444444444444,0.7277777777777777,2.8638264192362164,9,0.75,0.5555555555555556,12.22,13.03134715,77.5700957388889,Sadashivanagar,NO PARKING,0.08609271523178808,1.3846153846153846,0.6788888888888889,2.9444389791664403
896014594cbffff,9,4,0.5555555555555556,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8888888888888888,0.4444444444444444,0.16666666666666666,2.058813959123154,3,1.0,0.4444444444444444,0.7749999999999999,13.034249244444446,77.57188534444444,Kodigehalli,WRONG PARKING,0.026490066225165563,2.25,0.0861111111111111,2.302585092994046
896014594cfffff,21,14,0.5809523809523809,1.1,0.047619047619047616,0.14285714285714285,0.0,0.047619047619047616,0.0,0.23809523809523808,0.23809523809523808,0.0,0.23809523809523808,0.42857142857142855,0.5809523809523809,3.1416192300898147,4,0.9166666666666666,1.0,7.63,13.033072995238095,77.56852988571428,Sadashivanagar,NO PARKING,0.09271523178807947,1.5,0.36333333333333334,3.091042453358316
896014594d3ffff,541,89,0.5656192236598891,0.8018484288354899,0.0,0.005545286506469501,0.0,0.005545286506469501,0.0,0.2513863216266174,0.2513863216266174,0.0,0.2828096118299446,0.30129390018484287,0.6112754158964879,3.311013130044926,11,0.7040816326530612,0.8373382624768947,149.189,13.028239483364139,77.57269405545287,Sadashivanagar,WRONG PARKING,0.5894039735099338,6.078651685393258,0.2757652495378928,6.295266001439646
896014594d7ffff,80,13,0.575,0.5175,0.0,0.125,0.0,0.0875,0.0,0.4,0.4,0.0,0.1875,0.4125,0.6775,2.610170812641602,7,0.625,0.525,16.629,13.02893358,77.57078830875,Sadashivanagar,NO PARKING,0.08609271523178808,6.153846153846154,0.2078625,4.394449154672439
896014594dbffff,9,4,0.5666666666666667,1.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.1111111111111111,0.0,0.4444444444444444,0.1111111111111111,0.4222222222222222,1.392147301087609,3,0.0,0.4444444444444444,2.1,13.032358466666667,77.57278366666667,Kodigehalli,WRONG PARKING,0.026490066225165563,2.25,0.23333333333333334,2.302585092994046
8960145950bffff,186,28,0.5790322580645162,0.6709677419354838,0.03225806451612903,0.11827956989247312,0.005376344086021506,0.016129032258064516,0.0,0.3709677419354839,0.3709677419354839,0.0,0.27419354838709675,0.40860215053763443,0.6263440860215054,3.402890218034745,10,0.5982905982905983,0.9623655913978495,39.63,13.027782483333333,77.54211027365591,Yeshwanthpura,NO PARKING,0.18543046357615894,6.642857142857143,0.21306451612903227,5.231108616854587
89601459517ffff,44,24,0.5977272727272728,1.3545454545454545,0.09090909090909091,0.022727272727272728,0.0,0.0,0.0,0.18181818181818182,0.18181818181818182,0.0,0.45454545454545453,0.5227272727272727,0.4477272727272727,3.218446198372657,6,0.6333333333333333,0.9545454545454546,16.323,13.01918073030687,77.53954592780138,Rajajinagar,WRONG PARKING,0.15894039735099338,1.8333333333333333,0.3709772727272727,3.8066624897703196
8960145951bffff,2,2,0.5,0.75,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,3.7191054656212714e-07,8,1.0,1.0,0.75,13.02599035,77.54413815000001,Yeshwanthpura,NO PARKING,0.013245033112582781,1.0,0.375,1.0986122886681098
89601459523ffff,100,48,0.587,2.464,0.57,0.08,0.0,0.0,0.0,0.22,0.22,0.0,0.38,0.38,0.507,3.5641178690744355,10,0.39285714285714285,0.9,74.82900000000001,13.022429058,77.532712388,Yeshwanthpura,NO PARKING,0.31788079470198677,2.0833333333333335,0.7482900000000001,4.61512051684126
89601459527ffff,29,17,0.5724137931034482,1.7206896551724138,0.27586206896551724,0.0,0.0,0.0,0.0,0.3103448275862069,0.3103448275862069,0.0,0.3793103448275862,0.2413793103448276,0.5379310344827586,2.860872496684827,10,0.5714285714285714,1.0,16.794999999999998,13.021123272413794,77.52846167586208,Yeshwanthpura,WRONG PARKING,0.11258278145695365,1.7058823529411764,0.5791379310344827,3.4011973816621555
8960145952bffff,7,5,0.6,2.0,0.42857142857142855,0.0,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.0,0.5714285714285714,0.42857142857142855,0.4428571428571429,1.842371085659339,4,1.0,1.0,3.12,13.025994671428572,77.53299035714285,Yeshwanthpura,WRONG PARKING,0.033112582781456956,1.4,0.44571428571428573,2.0794415416798357
89601459533ffff,34,23,0.6235294117647059,1.7323529411764707,0.23529411764705882,0.08823529411764706,0.0,0.0,0.0,0.14705882352941177,0.14705882352941177,0.0,0.5882352941176471,0.29411764705882354,0.388235294117647,3.2202880466048986,5,0.47619047619047616,1.0,15.483,13.021721711764705,77.53442153235294,Rajajinagar,WRONG PARKING,0.152317880794702,1.4782608695652173,0.45538235294117646,3.5553480614894135
89601459537ffff,206,63,0.6184466019417475,1.220873786407767,0.0970873786407767,0.13106796116504854,0.0,0.0,0.0,0.19902912621359223,0.19902912621359223,0.0,0.47572815533980584,0.22815533980582525,0.48349514563106794,3.5275918559643777,3,0.6388888888888888,0.8058252427184466,71.538,13.01976483446602,77.53187313786408,Rajajinagar,WRONG PARKING,0.41721854304635764,3.2698412698412698,0.3472718446601942,5.332718793265369
8960145953bffff,9,4,0.5333333333333333,2.7777777777777777,0.6666666666666666,0.0,0.0,0.0,0.0,0.1111111111111111,0.1111111111111111,0.0,0.6666666666666666,0.7777777777777778,0.35555555555555557,1.2243945233225164,1,0.75,1.0,3.15,13.02467198888889,77.53395785555556,Yeshwanthpura,NO PARKING,0.026490066225165563,2.25,0.35,2.302585092994046
89601459547ffff,12,8,0.6333333333333333,0.875,0.0,0.25,0.0,0.0,0.0,0.4166666666666667,0.4166666666666667,0.0,0.16666666666666666,0.16666666666666666,0.7000000000000001,2.688721921349669,9,0.6666666666666666,1.0,5.16,13.029090058333333,77.54086516666668,Yeshwanthpura,NO PARKING,0.052980132450331126,1.5,0.43,2.5649493574615367
89601459557ffff,222,51,0.5328828828828829,0.7207207207207207,0.013513513513513514,0.03153153153153153,0.0045045045045045045,0.02702702702702703,0.0,0.3063063063063063,0.3063063063063063,0.0,0.34234234234234234,0.6126126126126126,0.5563063063063063,3.5050948601989487,12,0.8211382113821138,0.8828828828828829,44.035,13.02718556981982,77.54335788243243,Yeshwanthpura,NO PARKING,0.33774834437086093,4.352941176470588,0.19835585585585583,5.407171771460119
89601459563ffff,537,97,0.6556797020484171,0.9132216014897578,0.0223463687150838,0.1564245810055866,0.00558659217877095,0.05772811918063315,0.0,0.3985102420856611,0.3947858472998138,0.0037243947858473,0.3221601489757914,0.3575418994413408,0.6134078212290502,3.641199921474203,9,0.6706231454005934,0.8789571694599627,189.457,13.030634262351628,77.53635987196172,Yeshwanthpura,WRONG PARKING,0.6423841059602649,5.536082474226804,0.35280633147113594,6.2878585601617845
89601459567ffff,14,5,0.6,1.2714285714285716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7857142857142857,0.1,0.7495953113896866,3,0.9285714285714286,1.0,1.068,13.030059135714286,77.53467532142858,Yeshwanthpura,WRONG PARKING,0.033112582781456956,2.8,0.07628571428571429,2.70805020110221
8960145956fffff,43,21,0.5837209302325581,1.1232558139534883,0.046511627906976744,0.0,0.0,0.0,0.0,0.11627906976744186,0.11627906976744186,0.0,0.813953488372093,0.3023255813953488,0.2534883720930233,2.067521057851429,3,0.9090909090909091,0.9069767441860465,6.71,13.033149993023256,77.53403765581395,Yeshwanthpura,WRONG PARKING,0.1390728476821192,2.0476190476190474,0.15604651162790698,3.784189633918261
89601459573ffff,285,79,0.7028070175438597,1.1747368421052633,0.07017543859649122,0.3087719298245614,0.007017543859649123,0.0,0.0,0.21052631578947367,0.21052631578947367,0.0,0.6631578947368421,0.2982456140350877,0.3649122807017544,3.3818191421849764,1,0.6836734693877551,0.8421052631578947,71.344,13.029162813896727,77.53929238837075,Yeshwanthpura,NO PARKING,0.5231788079470199,3.607594936708861,0.2503298245614035,5.655991810819852
89601459577ffff,7,5,0.6571428571428571,1.1428571428571428,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.5714285714285714,0.42857142857142855,0.14285714285714285,0.14285714285714285,0.0,0.7571428571428571,2.1280853660597394,8,0.5,0.7142857142857143,5.09,13.028668600000001,77.53629987142857,Yeshwanthpura,WRONG PARKING,0.033112582781456956,1.4,0.7271428571428571,2.0794415416798357
8960145957bffff,1,1,0.6,3.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.1,7.208210851958012e-07,1,1.0,1.0,0.21000000000000002,13.0321971,77.5407268,Yeshwanthpura,WRONG PARKING,0.006622516556291391,1.0,0.21000000000000002,0.6931471805599453
89601459583ffff,34,24,0.5676470588235294,1.1647058823529413,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7647058823529411,0.08823529411764706,0.23823529411764705,2.9171555049532247,3,0.4782608695652174,0.9117647058823529,4.686,13.015951573529412,77.54408042941176,Rajajinagar,WRONG PARKING,0.15894039735099338,1.4166666666666667,0.1378235294117647,3.5553480614894135
8960145958fffff,4,3,0.8,1.175,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.75,0.8112783035654858,11,0.25,1.0,2.56,13.0181175,77.54129885,Rajajinagar,WRONG PARKING,0.019867549668874173,1.3333333333333333,0.64,1.6094379124341003
89601459593ffff,9,3,0.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.26666666666666666,0.9182959162045146,4,1.0,0.5555555555555556,1.44,13.014041866666666,77.54796552222223,Rajajinagar,WRONG PARKING,0.019867549668874173,3.0,0.16,2.302585092994046
89601459597ffff,23,12,0.591304347826087,1.008695652173913,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.391304347826087,0.6956521739130435,0.491304347826087,2.2309943324244075,11,0.6923076923076923,0.9565217391304348,6.795999999999999,13.013256400000001,77.54410684347826,Rajajinagar,WRONG PARKING,0.07947019867549669,1.9166666666666667,0.2954782608695652,3.1780538303479458
8960145959bffff,34,14,0.6147058823529411,1.838235294117647,0.29411764705882354,0.0,0.058823529411764705,0.029411764705882353,0.0,0.029411764705882353,0.029411764705882353,0.0,0.7352941176470589,0.23529411764705882,0.2235294117647059,2.3675316247875564,3,0.6785714285714286,0.9411764705882353,8.531,13.017594299999999,77.54813884411764,Yeshwanthpura,WRONG PARKING,0.09271523178807947,2.4285714285714284,0.2509117647058824,3.5553480614894135
896014595a3ffff,5,4,0.6599999999999999,1.8,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.38,1.5219282299555628,3,0.0,0.6,2.56,13.01517832,77.53716272,Rajajinagar,WRONG PARKING,0.026490066225165563,1.25,0.512,1.791759469228055
896014595a7ffff,7,7,0.6285714285714287,1.7857142857142858,0.2857142857142857,0.14285714285714285,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.14285714285714285,0.2857142857142857,0.6285714285714287,1.8423710856593385,11,0.5,0.5714285714285714,5.0200000000000005,13.014220785714286,77.53281182857143,Rajajinagar,NO PARKING,0.046357615894039736,1.0,0.7171428571428572,2.0794415416798357
896014595abffff,48,13,0.5791666666666667,1.4270833333333333,0.10416666666666667,0.020833333333333332,0.0,0.0,0.0,0.22916666666666666,0.22916666666666666,0.0,0.3333333333333333,0.20833333333333334,0.59375,2.6564536568375434,7,0.7555555555555555,0.9791666666666666,21.189999999999998,13.020093743750001,77.53773018125,Rajajinagar,WRONG PARKING,0.08609271523178808,3.6923076923076925,0.4414583333333333,3.8918202981106265
896014595b3ffff,9,5,0.6666666666666666,2.1666666666666665,0.4444444444444444,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.2222222222222222,0.6555555555555556,1.3516441926948206,11,0.5,0.8888888888888888,8.08,13.014487166666667,77.53861236666667,Rajajinagar,WRONG PARKING,0.033112582781456956,1.8,0.8977777777777778,2.302585092994046
896014595b7ffff,25,9,0.6,1.68,0.28,0.2,0.0,0.0,0.0,0.24,0.24,0.0,0.0,0.44,0.8320000000000001,1.0211192180964546,11,0.0,0.4,21.0,13.013103884,77.53479318,Rajajinagar,NO PARKING,0.059602649006622516,2.7777777777777777,0.84,3.258096538021482
896014595bbffff,12,1,0.6,1.1416666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.10000000000000002,6.69396032013774e-08,4,0.75,1.0,0.822,13.018024908333333,77.53919326666666,Rajajinagar,WRONG PARKING,0.006622516556291391,12.0,0.06849999999999999,2.5649493574615367
896014595c3ffff,24,13,0.7333333333333334,1.1583333333333334,0.041666666666666664,0.4166666666666667,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,0.4583333333333333,0.4041666666666666,2.7689704844294862,3,0.46153846153846156,0.9166666666666666,7.39,13.023885876101694,77.54884700975938,Yeshwanthpura,PARKING IN A MAIN ROAD,0.08609271523178808,1.8461538461538463,0.30791666666666667,3.2188758248682006
896014595cfffff,31,6,0.7483870967741936,1.432258064516129,0.16129032258064516,0.3870967741935484,0.0,0.0,0.0,0.16129032258064516,0.16129032258064516,0.0,0.5483870967741935,0.5483870967741935,0.3967741935483871,2.579503058948227,3,0.72,1.0,11.562,13.02498751935484,77.54666031935484,Yeshwanthpura,WRONG PARKING,0.039735099337748346,5.166666666666667,0.3729677419354839,3.4657359027997265
896014595d3ffff,34,17,0.7382352941176471,1.1941176470588235,0.08823529411764706,0.4117647058823529,0.0,0.0,0.0,0.058823529411764705,0.058823529411764705,0.0,0.4117647058823529,0.5882352941176471,0.4441176470588235,3.000567167187821,2,0.8,0.9117647058823529,12.78,13.021693532352941,77.55158573529411,Yeshwanthpura,PARKING IN A MAIN ROAD,0.11258278145695365,2.0,0.37588235294117645,3.5553480614894135
89601459613ffff,1,1,0.6,3.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,7.208210851958012e-07,5,1.0,1.0,0.42000000000000004,13.0522291,77.5681241,Kodigehalli,WRONG PARKING,0.006622516556291391,1.0,0.42000000000000004,0.6931471805599453
8960145962bffff,2,2,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.35,1.000000344740523,3,0.0,0.5,0.35,13.05808295,77.55902265,Jalahalli,NO PARKING,0.013245033112582781,1.0,0.175,1.0986122886681098
8960145964bffff,17,8,0.6411764705882353,0.9529411764705882,0.0,0.058823529411764705,0.058823529411764705,0.0,0.0,0.29411764705882354,0.29411764705882354,0.0,0.47058823529411764,0.35294117647058826,0.5352941176470588,2.5366082875147016,5,0.75,0.7058823529411765,5.7059999999999995,13.06413418235294,77.57167922352942,Kodigehalli,WRONG PARKING,0.052980132450331126,2.125,0.3356470588235294,2.8903717578961645
8960145965bffff,2,2,0.6,1.5,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.8,1.000000344740523,8,0.0,0.5,1.56,13.06187235,77.5744294,Kodigehalli,WRONG PARKING,0.013245033112582781,1.0,0.78,1.0986122886681098
89601459667ffff,10,5,0.51,1.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.62,1.8464394104337878,14,0.75,0.7,3.2399999999999998,13.058896440000002,77.55917616,Jalahalli,NO PARKING,0.033112582781456956,2.0,0.32399999999999995,2.3978952727983707
89601459683ffff,31,20,0.5612903225806452,1.1193548387096774,0.03225806451612903,0.03225806451612903,0.0,0.06451612903225806,0.0,0.12903225806451613,0.12903225806451613,0.0,0.7096774193548387,0.22580645161290322,0.2903225806451613,2.496750861402139,2,0.8333333333333334,0.6129032258064516,5.4399999999999995,13.046388522580644,77.57091996129031,Kodigehalli,NO PARKING,0.13245033112582782,1.55,0.17548387096774193,3.4657359027997265
8960145968bffff,14,6,0.5642857142857143,1.0285714285714287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7857142857142857,0.7142857142857143,0.19285714285714287,1.2916920459134125,2,1.0,0.9285714285714286,1.49,13.047429835714285,77.57155215,Kodigehalli,WRONG PARKING,0.039735099337748346,2.3333333333333335,0.10642857142857143,2.70805020110221
8960145968fffff,2,2,0.6,2.25,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.25,1.000000344740523,3,1.0,1.0,0.9000000000000001,13.04714025,77.5686167,Kodigehalli,WRONG PARKING,0.013245033112582781,1.0,0.45000000000000007,1.0986122886681098
89601459697ffff,13,5,0.5769230769230769,0.9615384615384616,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.5384615384615384,0.15384615384615385,0.3384615384615385,2.199687842832022,3,1.0,0.15384615384615385,2.0300000000000002,13.042756484615385,77.57019168461538,Kodigehalli,NO PARKING,0.033112582781456956,2.6,0.15615384615384617,2.6390573296152584
8960145969bffff,122,37,0.5827868852459016,0.9229508196721311,0.040983606557377046,0.0,0.0,0.0,0.0,0.12295081967213115,0.12295081967213115,0.0,0.4426229508196721,0.22950819672131148,0.4278688524590164,3.2571370934515125,6,0.7941176470588235,0.5655737704918032,24.422,13.04742551557377,77.57364345327868,Kodigehalli,WRONG PARKING,0.24503311258278146,3.2972972972972974,0.20018032786885245,4.812184355372417
896014596c3ffff,25,9,0.6,1.192,0.04,0.0,0.0,0.0,0.0,0.12,0.12,0.0,0.68,0.52,0.32799999999999996,1.5141859841539778,2,0.5238095238095238,0.84,5.532,13.052973944,77.575026912,Kodigehalli,WRONG PARKING,0.059602649006622516,2.7777777777777777,0.22128,3.258096538021482
896014596cbffff,6,5,0.5833333333333334,1.4166666666666667,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.4666666666666666,2.251629267797974,12,1.0,1.0,1.92,13.055947033333332,77.57639773333334,Kodigehalli,WRONG PARKING,0.033112582781456956,1.2,0.32,1.9459101490553132
896014596d7ffff,33,14,0.6121212121212121,1.393939393939394,0.15151515151515152,0.030303030303030304,0.0,0.0,0.0,0.0,0.0,0.0,0.5757575757575758,0.21212121212121213,0.3848484848484849,1.5138966160842364,2,0.5,0.9090909090909091,10.17,13.050609600000001,77.57514941818182,Kodigehalli,WRONG PARKING,0.09271523178807947,2.357142857142857,0.30818181818181817,3.5263605246161616
89601459843ffff,2,2,1.0,3.5,1.0,1.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.5,0.55,1.000000344740523,1,0.0,0.5,3.85,13.05361225,77.49079465,No Police Station,PARKING IN A MAIN ROAD,0.013245033112582781,1.0,1.925,1.0986122886681098
89601459847ffff,44,18,0.6068181818181818,1.315909090909091,0.13636363636363635,0.0,0.0,0.022727272727272728,0.0,0.18181818181818182,0.18181818181818182,0.0,0.25,0.20454545454545456,0.5613636363636364,2.3284213288333,12,0.8,0.4090909090909091,16.884,13.05234857419711,77.48724333441606,No Police Station,WRONG PARKING,0.11920529801324503,2.4444444444444446,0.38372727272727275,3.8066624897703196
89601459853ffff,21,16,0.6761904761904761,1.7380952380952381,0.3333333333333333,0.19047619047619047,0.0,0.0,0.0,0.09523809523809523,0.09523809523809523,0.0,0.47619047619047616,0.42857142857142855,0.4095238095238095,2.7247198286861103,12,0.9090909090909091,0.7619047619047619,12.479999999999999,13.050829228571429,77.49312276190476,Chikkabanavara,WRONG PARKING,0.10596026490066225,1.3125,0.5942857142857142,3.091042453358316
89601459857ffff,7,6,0.7714285714285715,1.8571428571428572,0.2857142857142857,0.42857142857142855,0.0,0.0,0.0,0.2857142857142857,0.2857142857142857,0.0,0.42857142857142855,0.42857142857142855,0.5571428571428572,1.9502121569679454,2,1.0,0.8571428571428571,7.41,13.051225857142857,77.49014098571429,No Police Station,WRONG PARKING,0.039735099337748346,1.1666666666666667,1.0585714285714285,2.0794415416798357
89601459863ffff,12,3,0.6,2.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.5583333333333333,0.41381691381439356,12,1.0,0.08333333333333333,10.35,13.05437325,77.482257375,No Police Station,WRONG PARKING,0.019867549668874173,4.0,0.8624999999999999,2.5649493574615367
8960145986fffff,5,2,0.6,2.2800000000000002,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.5484508892668116e-07,12,0.0,0.0,4.104,13.054678719999998,77.48051644,Chikkabanavara,WRONG PARKING,0.013245033112582781,2.5,0.8208,1.791759469228055
89601459873ffff,4,3,0.575,1.2,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.75,0.25,0.375,1.5000001672852499,5,1.0,0.5,0.958,13.05246045,77.4853853,No Police Station,WRONG PARKING,0.019867549668874173,1.3333333333333333,0.2395,1.6094379124341003
8960145987bffff,15,6,0.64,1.9,0.3333333333333333,0.06666666666666667,0.0,0.06666666666666667,0.0,0.2,0.2,0.0,0.13333333333333333,0.06666666666666667,0.6133333333333333,1.7382689708989914,12,0.75,0.26666666666666666,11.32,13.053448433333333,77.48508071333335,No Police Station,WRONG PARKING,0.039735099337748346,2.5,0.7546666666666667,2.772588722239781
