h3_9,n_violations,n_days_active,mean_obstruct_w,mean_pcu,heavy_share,main_road_share,crossing_signal_share,footpath_share,junction_share,peak_share,am_peak_share,pm_peak_share,night_share,weekend_share,mean_expo,hour_entropy,modal_hour,approval_rate,scita_share,impact_sum,lat,lon,dom_station,dom_violation,active_days_ratio,vio_per_active_day,impact_per_violation,log_n,intensity_raw,vol_pct,intensity_pct,expo_pct,persist_pct,impact_score,impact_rank,why
8960145a6cbffff,27,11,0.5407407407407407,0.6666666666666666,0.0,0.0,0.0,0.0,1.0,0.5185185185185185,0.5185185185185185,0.0,0.2592592592592592,0.4444444444444444,0.6925925925925925,2.707324095633214,8,0.6666666666666666,0.8518518518518519,6.69,12.951482962962965,77.57336248148148,V.V.Puram (C.Pet),NO PARKING,0.0728476821192053,2.4545454545454546,0.2477777777777777,3.332204510175204,0.2127259810196365,0.6466061562746646,0.760852407261247,0.8796369376479873,0.6430544593528019,72.6311409704923,218,moderate volume · junction-adjacent · peak-exposed
8960145b14fffff,246,58,0.6544715447154471,1.0174796747967478,0.0203252032520325,0.2113821138211382,0.0040650406504065,0.0,1.0,0.3780487804878049,0.3780487804878049,0.0,0.4390243902439024,0.3089430894308943,0.5154471544715447,3.325017487176643,9,0.5988372093023255,0.9146341463414634,89.05499999999999,12.994778691942471,77.55455738306604,Rajajinagar,WRONG PARKING,0.3841059602649007,4.241379310344827,0.3620121951219512,5.5093883366279774,0.3424252394442443,0.9072612470402526,0.9676400947119179,0.34609313338595105,0.914956590370955,72.61225466413241,219,very high volume · junction-adjacent · chronic
8961892718fffff,70,22,0.6914285714285714,0.9314285714285716,0.0,0.2285714285714285,0.0571428571428571,0.0,0.0,0.2142857142857142,0.2142857142857142,0.0,0.2285714285714285,0.1,0.6085714285714285,3.0647578530085786,11,0.7586206896551724,0.5857142857142857,27.807,12.875632094285711,77.67087175285715,Electronic City,WRONG PARKING,0.1456953642384106,3.1818181818181817,0.3972428571428571,4.262679877041316,0.17813576622158186,0.7906471981057617,0.6385161799526441,0.7087608524072613,0.7724940805051302,72.50824294656518,220,high volume · near crossing/signal · recurring · exposed
89618926217ffff,86,21,0.8534883720930233,1.0232558139534884,0.0930232558139534,0.686046511627907,0.0116279069767441,0.0,0.0,0.2325581395348837,0.2325581395348837,0.0,0.3953488372093023,0.0581395348837209,0.5348837209302325,3.306695683341008,2,0.7352941176470589,0.8255813953488372,42.174,12.85537369018888,77.66425848164423,Electronic City,PARKING IN A MAIN ROAD,0.1390728476821192,4.095238095238095,0.4903953488372093,4.465908118654584,0.3760506385179849,0.8095895816890292,0.9779005524861878,0.4526440410418311,0.7640094711917916,72.33588312783648,221,high volume · main-road-heavy · recurring
896014598dbffff,25,11,0.792,0.996,0.16,0.56,0.0,0.04,0.0,0.12,0.12,0.0,0.24,0.52,0.62,2.5013152991305323,11,0.1,0.48,12.345,13.0484533968,77.498336064,Chikkabanavara,PARKING IN A MAIN ROAD,0.0728476821192053,2.272727272727273,0.4938,3.258096538021482,0.29402460850647283,0.6318074191002367,0.9411996842936069,0.7146803472770323,0.6430544593528019,72.30303406536719,222,moderate volume · main-road-heavy · heavy-vehicle · exposed
8960145a357ffff,288,17,0.5975694444444444,0.5298611111111111,0.0,0.0,0.0,0.0,1.0,0.09375,0.09375,0.0,0.34375,0.2083333333333333,0.5378472222222223,2.761633297237184,11,0.5714285714285714,0.9583333333333334,48.166,12.960585683680556,77.52928558090278,Byatarayanapura,WRONG PARKING,0.1125827814569536,16.941176470588236,0.1672430555555555,5.666426688112432,0.2559424875762635,0.9175217048145224,0.8930544593528019,0.4542225730071034,0.7279005524861878,72.14541950355843,223,very high volume · junction-adjacent
8960145a133ffff,105,40,0.6457142857142857,0.9761904761904762,0.0,0.2476190476190476,0.0476190476190476,0.0095238095238095,0.0,0.2095238095238095,0.2095238095238095,0.0,0.219047619047619,0.2761904761904762,0.6276190476190476,3.3783397715745216,7,0.8135593220338984,0.9428571428571428,41.625,12.931902331848914,77.51565859203161,Kengeri,NO PARKING,0.2649006622516556,2.625,0.3964285714285714,4.663439094112067,0.15644227215414386,0.830110497237569,0.462904498816101,0.797947908445146,0.8727308602999211,71.92345562950237,224,high volume · chronic · exposed
8961892da2bffff,68,24,0.7264705882352941,0.85,0.0,0.4117647058823529,0.0441176470588235,0.0147058823529411,0.0,0.3088235294117647,0.3088235294117647,0.0,0.3529411764705882,0.1176470588235294,0.5529411764705883,3.185238893786122,13,0.4727272727272727,1.0,20.397,13.12229123235294,77.63082122058825,Chikkajala,NO PARKING,0.1589403973509933,2.833333333333333,0.2999558823529411,4.23410650459726,0.23526745253495576,0.7855169692186267,0.840962904498816,0.5074980268350434,0.7912391475927387,71.7659823154912,225,high volume · main-road-heavy · recurring
89618920957ffff,141,41,0.6432624113475177,0.8936170212765957,0.0425531914893617,0.1773049645390071,0.0070921985815602,0.0709219858156028,0.0,0.3900709219858156,0.3900709219858156,0.0,0.1063829787234042,0.226950354609929,0.724113475177305,3.2325734123191223,9,0.6554621848739496,0.9432624113475178,57.814,12.936973065064722,77.70273583729437,HAL Old Airport,WRONG PARKING,0.271523178807947,3.4390243902439024,0.4100283687943262,4.955827057601261,0.14027060462070562,0.8604972375690608,0.36779794790844517,0.9546172059984215,0.8760852407261247,71.72715429995485,226,high volume · chronic · peak-exposed
896189264cbffff,23,5,0.8608695652173913,1.9782608695652173,0.4347826086956521,0.6521739130434783,0.0,0.1304347826086956,0.0,0.1739130434782608,0.1739130434782608,0.0,0.0434782608695652,0.217391304347826,0.7130434782608696,1.6277637688215931,7,0.6875,0.9565217391304348,26.57,12.823250673913044,77.68542272173913,Electronic City,PARKING IN A MAIN ROAD,0.0331125827814569,4.6,1.1552173913043478,3.1780538303479458,0.36487458477959234,0.6201657458563536,0.9751381215469613,0.898579321231255,0.48638516179952646,71.70140433376253,227,moderate volume · main-road-heavy · heavy-vehicle · peak-exposed
8960145a2bbffff,66,29,0.6590909090909091,1.3924242424242426,0.1363636363636363,0.303030303030303,0.0,0.0,1.0,0.2424242424242424,0.2424242424242424,0.0,0.4242424242424242,0.2272727272727272,0.5242424242424243,3.552699725118447,11,0.525,0.9545454545454546,30.6,12.955963246969697,77.54635768787878,Byatarayanapura,NO PARKING,0.1920529801324503,2.2758620689655173,0.4636363636363637,4.204692619390966,0.36395870128587565,0.781965272296764,0.9747434885556433,0.4191002367797948,0.8234017363851618,71.61464993933627,228,high volume · junction-adjacent · main-road-heavy · recurring
896014594c3ffff,18,13,0.7055555555555555,1.0555555555555556,0.0555555555555555,0.3888888888888889,0.0,0.2777777777777778,0.0,0.5,0.5,0.0,0.1111111111111111,0.4444444444444444,0.7277777777777777,2.8638264192362164,9,0.75,0.5555555555555556,12.22,13.03134715,77.5700957388889,Sadashivanagar,NO PARKING,0.086092715231788,1.3846153846153846,0.6788888888888889,2.9444389791664403,0.2118164749188053,0.569455406471981,0.7584846093133386,0.9005524861878453,0.675611681136543,71.59837541424207,229,moderate volume · main-road-heavy · peak-exposed
8960169738bffff,16,7,0.775,1.15625,0.125,0.4375,0.0625,0.1875,0.0,0.5,0.5,0.0,0.0625,0.625,0.84375,2.061278162301649,10,0.1428571428571428,0.6875,14.01,13.160805875,77.59560073125,Chikkajala,PARKING IN A MAIN ROAD,0.0463576158940397,2.2857142857142856,0.875625,2.833213344056216,0.2538792806817904,0.5499210734017363,0.8887134964483031,0.9660615627466457,0.5564325177584846,71.59288452626745,230,moderate volume · main-road-heavy · near crossing/signal · peak-exposed
89618925453ffff,1137,94,0.6348284960422164,1.06429199648197,0.0043975373790677,0.1248900615655233,0.1240105540897097,0.0175901495162708,0.0,0.3896218117854002,0.3896218117854002,0.0,0.1345646437994723,0.1750219876868953,0.7050131926121372,3.013073670847408,8,0.7417417417417418,0.810905892700088,567.434,12.93052533530535,77.68537646862933,HAL Old Airport,NO PARKING,0.6225165562913907,12.095744680851064,0.4990624450307827,7.037027614686276,0.12566770819330997,0.9820441988950276,0.292423046566693,0.9435674822415154,0.9644830307813733,71.4994246592016,231,very high volume · near crossing/signal · chronic (active most days) · peak-exposed
89618920a9bffff,82,22,0.7012195121951219,1.170731707317073,0.0853658536585365,0.1829268292682926,0.024390243902439,0.0609756097560975,0.0,0.3536585365853658,0.3536585365853658,0.0,0.3414634146341463,0.573170731707317,0.5914634146341463,3.371602305559496,9,0.618421052631579,0.975609756097561,34.114999999999995,12.956420242725056,77.73203486229328,Whitefield,PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC,0.1456953642384106,3.727272727272727,0.4160365853658536,4.418840607796598,0.18163979671441902,0.8046566692975533,0.6471981057616417,0.649171270718232,0.7724940805051302,71.48675378018585,232,high volume · recurring · exposed
8960145862bffff,42,19,0.8261904761904763,1.1571428571428573,0.0238095238095238,0.6428571428571429,0.0,0.0,0.0,0.1904761904761904,0.1904761904761904,0.0,0.3333333333333333,0.3333333333333333,0.5523809523809524,2.5802017163745097,3,0.7037037037037037,0.8095238095238095,23.714,13.005046964285714,77.52821881904762,Rajajinagar,PARKING IN A MAIN ROAD,0.1258278145695364,2.210526315789474,0.5646190476190477,3.7612001156935615,0.3255934864947414,0.7132991318074191,0.9597474348855565,0.5082872928176796,0.7478295185477506,71.42251319015026,233,moderate volume · main-road-heavy · recurring
89618925a33ffff,226,43,0.5030973451327434,0.6415929203539823,0.0,0.0044247787610619,0.0,0.0,1.0,0.3230088495575221,0.3230088495575221,0.0,0.4336283185840708,0.1946902654867256,0.5345132743362832,3.319038175750383,4,0.84375,0.8761061946902655,39.29,12.961235121238936,77.6000945477876,Ashok Nagar,NO PARKING,0.2847682119205298,5.255813953488372,0.1738495575221239,5.424950017481403,0.20203754787172265,0.9029202841357538,0.7328334648776638,0.44593528018942385,0.8814127861089187,71.41286725002072,234,very high volume · junction-adjacent · chronic
8960145867bffff,22,9,0.6181818181818182,2.286363636363636,0.5909090909090909,0.1818181818181818,0.0,0.0,0.0,0.4090909090909091,0.4090909090909091,0.0,0.0,0.1363636363636363,0.8636363636363636,1.968130043138844,11,1.0,0.5454545454545454,27.130000000000003,13.010709568181818,77.5357995909091,Rajajinagar,NO PARKING,0.0596026490066225,2.4444444444444446,1.2331818181818184,3.1354942159291497,0.19752691555395463,0.611878453038674,0.7182320441988951,0.9794790844514601,0.6039857932123125,71.40653457366513,235,moderate volume · heavy-vehicle · peak-exposed
8961892e9b7ffff,406,76,0.5785714285714286,0.7465517241379311,0.0024630541871921,0.0467980295566502,0.0,0.0,0.3423645320197044,0.2438423645320197,0.2438423645320197,0.0,0.064039408866995,0.4261083743842364,0.7157635467980296,3.380252720815123,11,0.4734848484848485,0.8374384236453202,131.697,12.974663216606029,77.60740227600533,Cubbon Park,WRONG PARKING,0.5033112582781457,5.342105263157895,0.3243768472906404,6.008813185442595,0.12896841658107347,0.9408050513022889,0.30623520126282555,0.9522494080505131,0.9435674822415154,71.32957017955542,236,very high volume · chronic (active most days) · peak-exposed
8960145b37bffff,37,24,0.7432432432432432,1.2081081081081082,0.081081081081081,0.4594594594594595,0.0,0.0,0.0,0.2972972972972973,0.2972972972972973,0.0,0.2702702702702703,0.6216216216216216,0.5594594594594594,3.3315089580626904,6,0.7368421052631579,0.972972972972973,15.872,13.01662094054054,77.55643537297297,Yeshwanthpura,PARKING IN A MAIN ROAD,0.1589403973509933,1.5416666666666667,0.428972972972973,3.6375861597263857,0.2534225808026926,0.6957379636937648,0.8871349644830308,0.5276243093922652,0.7912391475927387,71.24706694879774,237,moderate volume · main-road-heavy · recurring
8960145a0cfffff,33,10,0.7696969696969697,0.9090909090909092,0.0303030303030303,0.4242424242424242,0.0,0.1515151515151515,0.0,0.0303030303030303,0.0303030303030303,0.0,0.0303030303030303,0.1818181818181818,0.6060606060606061,1.904305987748436,13,0.2222222222222222,0.8484848484848485,13.318,12.942322563636363,77.54839966969696,Banashankari,PARKING IN A MAIN ROAD,0.0662251655629139,3.3,0.4035757575757576,3.5263605246161616,0.2511828208773616,0.6785714285714286,0.8816101026045777,0.6902131018153118,0.6231254932912391,71.22094167359717,238,moderate volume · main-road-heavy · exposed
89601458417ffff,84,22,0.5928571428571429,0.7273809523809524,0.0,0.0357142857142857,0.0,0.0,1.0,0.1547619047619047,0.1547619047619047,0.0,0.3333333333333333,0.1428571428571428,0.5369047619047619,3.025338937396441,11,0.6911764705882353,0.988095238095238,18.664,12.975865457142856,77.53120236309525,Vijayanagara,WRONG PARKING,0.1456953642384106,3.8181818181818175,0.2221904761904761,4.442651256490317,0.25575384359283554,0.8068271507498027,0.8918705603788477,0.46093133385951063,0.7724940805051302,71.14648217498318,239,high volume · junction-adjacent · recurring
8960145a323ffff,327,53,0.653211009174312,0.6611620795107034,0.0091743119266055,0.1987767584097859,0.0091743119266055,0.0091743119266055,0.0,0.1009174311926605,0.1009174311926605,0.0,0.1131498470948012,0.4067278287461773,0.6125382262996942,2.729166207168546,12,0.7543859649122807,0.8654434250764526,84.313,12.956629028134556,77.51869653027524,Byatarayanapura,WRONG PARKING,0.3509933774834437,6.169811320754717,0.2578379204892966,5.793013608384144,0.14501739257485624,0.9269928966061562,0.39029202841357535,0.7762430939226519,0.9074585635359116,71.05140332074322,240,very high volume · chronic · exposed
89618925b83ffff,50,18,0.504,1.136,0.0,0.0,0.0,0.0,1.0,0.42,0.42,0.0,0.4,0.1,0.5920000000000001,2.70927508117149,2,0.868421052631579,0.82,17.149,12.947143756,77.590610432,Wilson Garden,NO PARKING,0.119205298013245,2.7777777777777777,0.34298,3.9318256327243257,0.19884768829544247,0.7405288082083662,0.7205998421468035,0.6460142067876875,0.7381610102604578,71.02435900859483,241,moderate volume · junction-adjacent · exposed
89618925b07ffff,104,16,0.6865384615384614,0.9423076923076924,0.0192307692307692,0.0961538461538461,0.0,0.0,1.0,0.173076923076923,0.173076923076923,0.0,0.3942307692307692,0.2884615384615384,0.5326923076923077,3.256809053966691,11,0.4,0.9615384615384616,32.496,12.954633802884617,77.58311407596153,City Market,WRONG PARKING,0.1059602649006622,6.5,0.3124615384615384,4.653960350157523,0.3250075552432153,0.8289265982636148,0.9589581689029203,0.44554064719810577,0.7172454617205999,70.99335813224758,242,high volume · junction-adjacent
896014591b7ffff,28,6,0.7214285714285714,1.2142857142857142,0.0714285714285714,0.3214285714285714,0.0,0.0,0.0,0.3571428571428571,0.3571428571428571,0.0,0.0714285714285714,0.0714285714285714,0.817857142857143,1.5279749500553117,11,0.8888888888888888,0.6785714285714286,19.155,13.027914557142855,77.5188609,Peenya,WRONG PARKING,0.0397350993377483,4.666666666666667,0.6841071428571429,3.367295829986474,0.21265424467701438,0.6523283346487766,0.760457774269929,0.9747434885556433,0.5230860299921073,70.9171383859219,243,moderate volume · main-road-heavy · peak-exposed
89618925ba7ffff,83,28,0.5469879518072289,0.7409638554216867,0.0,0.0,0.0,0.0120481927710843,1.0,0.3253012048192771,0.3253012048192771,0.0,0.4216867469879518,0.3614457831325301,0.5457831325301206,3.077645579062084,3,0.7045454545454546,0.7831325301204819,18.65,12.94799498313253,77.57953424939758,Basavanagudi,NO PARKING,0.1854304635761589,2.9642857142857144,0.2246987951807229,4.430816798843313,0.22312754083576936,0.8056432517758485,0.8042620363062352,0.47671665351223363,0.8178768745067088,70.89606792985033,244,high volume · junction-adjacent · recurring
8960145a66fffff,26,8,0.8884615384615385,1.446153846153846,0.2307692307692307,0.7307692307692307,0.0,0.0,1.0,0.4230769230769231,0.4230769230769231,0.0,0.3846153846153846,0.2692307692307692,0.6,2.196840359856193,8,1.0,1.0,14.69,12.95888933846154,77.55869745769232,Chamarajpet,PARKING IN A MAIN ROAD,0.0529801324503311,3.25,0.565,3.295836866004329,0.5200239249368486,0.6397000789265983,0.9988161010260458,0.675217048145225,0.5828729281767956,70.81411071908073,245,moderate volume · junction-adjacent · main-road-heavy · heavy-vehicle · exposed
8960145b46fffff,21,7,0.5333333333333333,1.119047619047619,0.0476190476190476,0.0476190476190476,0.0,0.0952380952380952,1.0,0.3809523809523809,0.3809523809523809,0.0,0.0476190476190476,0.0952380952380952,0.7571428571428571,2.3576005013751744,8,0.875,0.8095238095238095,9.58,12.987557461904762,77.58256836190476,High ground,NO PARKING,0.0463576158940397,3.0,0.4561904761904762,3.091042453358316,0.22035036444279188,0.6016179952644041,0.7967640094711917,0.93646408839779,0.5564325177584846,70.694973998418,246,moderate volume · junction-adjacent · peak-exposed
8961892ec27ffff,217,41,0.6290322580645161,0.7502304147465438,0.0,0.2350230414746544,0.0,0.0092165898617511,0.0,0.4516129032258064,0.4516129032258064,0.0,0.2442396313364055,0.2396313364055299,0.6741935483870968,3.0094561367017456,9,0.7425742574257426,0.8525345622119815,85.56,12.97807081705069,77.6385422373272,Jeevanbheemanagar,NO PARKING,0.271523178807947,5.2926829268292686,0.3942857142857143,5.384495062789089,0.13815357399879533,0.8997632202052092,0.35201262825572216,0.8997632202052092,0.8760852407261247,70.68711716223706,247,high volume · chronic · peak-exposed
89601459563ffff,537,97,0.6556797020484171,0.9132216014897578,0.0223463687150838,0.1564245810055866,0.0055865921787709,0.0577281191806331,0.0,0.3985102420856611,0.3947858472998138,0.0037243947858473,0.3221601489757914,0.3575418994413408,0.6134078212290502,3.641199921474203,9,0.6706231454005934,0.8789571694599627,189.457,13.030634262351628,77.53635987196172,Yeshwanthpura,WRONG PARKING,0.6423841059602649,5.536082474226804,0.3528063314711359,6.2878585601617845,0.13724106270151107,0.9530386740331491,0.34648776637726914,0.7774269928966061,0.9698105761641673,70.63764964710313,248,very high volume · chronic (active most days) · exposed
89618925973ffff,122,32,0.5237704918032787,0.8204918032786884,0.0,0.0,0.0,0.0,1.0,0.3278688524590163,0.3278688524590163,0.0,0.3934426229508196,0.2049180327868852,0.5377049180327869,3.080646563784492,8,0.6612903225806451,0.6885245901639344,28.37,12.9385520112975,77.57961398340508,Basavanagudi,NO PARKING,0.2119205298013245,3.8125,0.2325409836065574,4.812184355372417,0.21174894922520118,0.846093133385951,0.7580899763220206,0.4605367008681926,0.8380031570639306,70.53622388670242,249,high volume · junction-adjacent · recurring
896014582d3ffff,59,20,0.747457627118644,1.3084745762711865,0.1016949152542373,0.3898305084745763,0.0,0.0169491525423728,0.0,0.1016949152542373,0.1016949152542373,0.0,0.2372881355932203,0.3389830508474576,0.5491525423728814,2.808625733176876,12,0.6842105263157895,0.847457627118644,31.289,13.01479136779661,77.53019588983051,Rajajinagar,WRONG PARKING,0.1324503311258278,2.95,0.530322033898305,4.0943445622221,0.24957769996705154,0.7649960536700868,0.877663772691397,0.48697711128650356,0.755524861878453,70.49952146558881,250,high volume · main-road-heavy · recurring
8960145a223ffff,1590,82,0.5924528301886792,0.6264779874213836,0.0037735849056603,0.0150943396226415,0.0,0.0,0.8440251572327044,0.1679245283018867,0.1660377358490566,0.0018867924528301,0.4075471698113208,0.3811320754716981,0.5061635220125786,3.353699342288756,11,0.648776637726914,0.9723270440251572,293.357,12.96477296188328,77.53916058436053,Vijayanagara,WRONG PARKING,0.543046357615894,19.390243902439025,0.1845012578616352,7.372118028337787,0.22831928831107912,0.988950276243094,0.8208366219415943,0.3164956590370955,0.9500789265982637,70.28937082590156,251,very high volume · junction-adjacent · chronic (active most days)
8960145a427ffff,15,9,0.5733333333333334,0.7333333333333333,0.0,0.0,0.0,0.0666666666666666,1.0,0.4,0.4,0.0,0.0666666666666666,0.1333333333333333,0.78,2.6825887655629743,11,1.0,0.4666666666666667,4.56,12.925706533333337,77.54938369999999,Banashankari,WRONG PARKING,0.0596026490066225,1.6666666666666667,0.304,2.772588722239781,0.21883445190906198,0.5410418310970797,0.7940015785319653,0.9356748224151539,0.6039857932123125,70.19415805051096,252,moderate volume · junction-adjacent · peak-exposed
896189259a7ffff,43,6,0.5069767441860465,0.7093023255813954,0.0232558139534883,0.0,0.0,0.0,1.0,0.0465116279069767,0.0465116279069767,0.0,0.1627906976744186,0.0697674418604651,0.6767441860465117,1.540454056785728,11,0.119047619047619,0.9767441860465116,9.26,12.92454174574737,77.57489505046213,Banashankari,NO PARKING,0.0397350993377483,7.166666666666667,0.2153488372093023,3.784189633918261,0.20265776033446317,0.7172454617205999,0.7344119968429361,0.8745067087608525,0.5230860299921073,70.06255319050145,253,moderate volume · junction-adjacent · peak-exposed
89601459e93ffff,21,12,0.6666666666666666,1.2047619047619047,0.1428571428571428,0.238095238095238,0.0,0.0476190476190476,0.0,0.4285714285714285,0.4285714285714285,0.0,0.1428571428571428,0.4285714285714285,0.7619047619047619,2.599389617172115,11,0.6363636363636364,0.7619047619047619,11.57,13.04257976031746,77.51427582857143,Chikkabanavara,NO PARKING,0.0794701986754966,1.75,0.550952380952381,3.091042453358316,0.18099552573311442,0.6016179952644041,0.6440410418310971,0.9408050513022889,0.6610102604577742,70.06248723978571,254,moderate volume · peak-exposed
8960145b18bffff,444,109,0.5704954954954955,0.7477477477477478,0.0045045045045045,0.0833333333333333,0.0022522522522522,0.0045045045045045,1.0,0.1734234234234234,0.1734234234234234,0.0,0.3783783783783784,0.3400900900900901,0.4966216216216216,3.5352280505978504,4,0.75,0.9144144144144144,104.705,12.980725333998278,77.55818061116426,Magadi Road,NO PARKING,0.7218543046357616,4.073394495412844,0.235822072072072,6.09807428216624,0.26220454030336254,0.9455406471981057,0.9056827150749802,0.2868981846882399,0.9806629834254144,70.0609410372628,255,very high volume · junction-adjacent · chronic (active most days)
8961892e9b3ffff,19,12,0.5526315789473685,1.2315789473684209,0.0526315789473684,0.0,0.0,0.0,0.7894736842105263,0.2631578947368421,0.2631578947368421,0.0,0.0526315789473684,0.7894736842105263,0.7105263157894737,2.6550505674440847,13,0.7777777777777778,0.8947368421052632,9.08,12.976513978947368,77.60885678421053,Shivajinagar,WRONG PARKING,0.0794701986754966,1.5833333333333333,0.4778947368421052,2.995732273553991,0.19175383785263964,0.5808997632202052,0.6965272296764009,0.8843725335438043,0.6610102604577742,69.73819240018668,256,moderate volume · junction-adjacent · peak-exposed
89618925817ffff,200,80,0.7735,0.8055,0.02,0.49,0.0,0.0,1.0,0.14,0.14,0.0,0.325,0.39,0.4895,2.670957439103781,6,0.6936936936936937,0.755,62.573,12.9368465155,77.60175085,Mico Layout,PARKING IN A MAIN ROAD,0.5298013245033113,2.5,0.312865,5.303304908059076,0.47490886332250726,0.89344909234412,0.9964483030781374,0.2786108918705604,0.9479084451460142,69.6341480831966,257,high volume · junction-adjacent · main-road-heavy · chronic (active most days)
8960145b51bffff,17,5,0.6235294117647059,0.5882352941176471,0.0,0.0588235294117647,0.0,0.0,1.0,0.8235294117647058,0.8235294117647058,0.0,0.0,0.3529411764705882,0.9235294117647058,0.9519941229820096,8,0.7142857142857143,0.9411764705882352,5.44,12.97174658235294,77.57359993529411,Upparpet,WRONG PARKING,0.0331125827814569,3.4,0.3199999999999999,2.8903717578961645,0.24892078880468702,0.5588003157063931,0.8749013417521705,0.9857932123125493,0.48638516179952646,69.58176912887066,258,moderate volume · junction-adjacent · peak-exposed
89618925c2fffff,91,44,0.8813186813186813,1.1274725274725277,0.0109890109890109,0.7252747252747253,0.0,0.0,0.0,0.1648351648351648,0.1648351648351648,0.0,0.4065934065934066,0.2197802197802197,0.5054945054945055,2.898207069819172,11,0.7631578947368421,0.945054945054945,43.638,12.927883503296703,77.60917826373627,Mico Layout,PARKING IN A MAIN ROAD,0.2913907284768212,2.0681818181818183,0.4795384615384615,4.5217885770490405,0.38891941878937175,0.8151144435674822,0.9822415153906867,0.3283346487766377,0.8843725335438043,69.43800090058643,259,high volume · main-road-heavy · chronic
8960145b547ffff,1350,101,0.614962962962963,1.157333333333333,0.0029629629629629,0.174074074074074,0.0007407407407407,0.0022222222222222,1.0,0.2185185185185185,0.2185185185185185,0.0,0.4459259259259259,0.3259259259259259,0.4892592592592593,3.7961101189345623,7,0.5619735258724429,0.8585185185185186,462.678,12.97734698977778,77.57077877622223,Chamarajpet,NO PARKING,0.6688741721854304,13.366336633663366,0.3427244444444444,7.208600337960199,0.31204475095421075,0.9853985793212312,0.9542225730071034,0.2509865824782952,0.9751381215469613,69.26192606624552,260,very high volume · junction-adjacent · chronic (active most days)
89618920e9bffff,35,14,0.68,1.042857142857143,0.0285714285714285,0.2,0.0571428571428571,0.0857142857142857,0.0,0.2,0.2,0.0,0.2571428571428571,0.2,0.6257142857142857,2.943468932463355,11,0.52,0.7714285714285715,16.112000000000002,12.942150042857143,77.74753504285714,Whitefield,WRONG PARKING,0.0927152317880794,2.5,0.4603428571428572,3.58351893845611,0.17090802883836775,0.6884372533543804,0.6191791633780585,0.7790055248618785,0.6925808997632202,69.25050361226766,261,moderate volume · near crossing/signal · exposed
8960145a27bffff,312,52,0.5310897435897436,0.6634615384615384,0.0,0.0128205128205128,0.0096153846153846,0.032051282051282,1.0,0.2692307692307692,0.2692307692307692,0.0,0.4455128205128205,0.3493589743589743,0.5137820512820513,3.3025134021501463,4,0.4244897959183673,0.9519230769230768,56.945,12.97190718076923,77.54691239871795,Vijayanagara,NO PARKING,0.3443708609271523,6.0,0.1825160256410256,5.746203190540153,0.22152441396809483,0.9232438831886346,0.8003157063930545,0.3425414364640884,0.9056827150749802,69.19373010849168,262,very high volume · junction-adjacent · chronic
8961892abbbffff,84,19,0.6440476190476191,0.7952380952380952,0.0476190476190476,0.1428571428571428,0.0833333333333333,0.0119047619047619,0.0,0.4880952380952381,0.4880952380952381,0.0,0.0595238095238095,0.0714285714285714,0.8309523809523809,2.2616674177607137,10,0.75,0.9523809523809524,32.928,13.054504351190475,77.76308787738095,K.R. Pura,WRONG PARKING,0.1258278145695364,4.421052631578948,0.3919999999999999,4.442651256490317,0.14224320529496332,0.8068271507498027,0.3823993685872139,0.9909234411996843,0.7478295185477506,69.14887107244442,263,high volume · near crossing/signal · recurring · peak-exposed
89618921d57ffff,11,5,0.9545454545454546,1.0,0.0,0.9090909090909092,0.0,0.0,0.0,0.9090909090909092,0.9090909090909092,0.0,0.0,0.0909090909090909,0.9727272727272728,0.8658566826587584,8,0.5555555555555556,0.9090909090909092,10.2,12.97527571818182,77.75098927272728,Whitefield,PARKING IN A MAIN ROAD,0.0331125827814569,2.2,0.9272727272727272,2.4849066497880004,0.3481362522726928,0.4930939226519337,0.9688239936858721,0.9834254143646409,0.48638516179952646,69.13915543900397,264,main-road-heavy · peak-exposed
89601458413ffff,18,8,0.6222222222222222,0.7555555555555555,0.0,0.0555555555555555,0.0,0.0,1.0,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0555555555555555,0.6444444444444444,1.7224946038161757,12,0.7058823529411765,0.9444444444444444,5.556,12.975833411111113,77.5334052888889,Vijayanagara,WRONG PARKING,0.0529801324503311,2.25,0.3086666666666666,2.9444389791664403,0.24931647491880526,0.569455406471981,0.8764798737174427,0.7833464877663773,0.5828729281767956,69.09273167821952,265,moderate volume · junction-adjacent · exposed
8960145b587ffff,26,14,0.7153846153846154,1.330769230769231,0.1153846153846153,0.3461538461538461,0.0384615384615384,0.0384615384615384,1.0,0.1538461538461538,0.1538461538461538,0.0,0.2307692307692307,0.2692307692307692,0.5576923076923077,2.888154525602627,7,0.6363636363636364,0.6153846153846154,14.495,12.96312576923077,77.57006085769231,Chamarajpet,WRONG PARKING,0.0927152317880794,1.8571428571428568,0.5575,3.295836866004329,0.3658572582701819,0.6397000789265983,0.9755327545382794,0.5244672454617206,0.6925808997632202,69.00042809398218,266,moderate volume · junction-adjacent · main-road-heavy
