h3_9,dom_station,dom_violation,impact_score,veh_hours_day,cost_inr_day
896189252abffff,Jeevanbheemanagar,NO PARKING,52.84593024893775,0.02698675496688742,6.746688741721854
8960145a2b3ffff,Byatarayanapura,NO PARKING,52.82644850026269,0.12435761589403972,31.08940397350993
8961892522bffff,Jeevanbheemanagar,WRONG PARKING,52.82540838233981,0.24689403973509932,61.72350993377483
896189259b3ffff,Jayanagara,NO PARKING,52.7852890699702,0.015629139072847683,3.907284768211921
896014590cfffff,Jalahalli,PARKING IN A MAIN ROAD,52.7600556596404,0.016754966887417216,4.188741721854304
89601459b07ffff,No Police Station,WRONG PARKING,52.6936172100031,0.12451655629139073,31.129139072847682
8960145b3c7ffff,Malleshwaram,WRONG PARKING,52.685972450162176,0.04695364238410596,11.73841059602649
896014594d7ffff,Sadashivanagar,NO PARKING,52.63245958880021,0.11012582781456955,27.531456953642387
896189251a7ffff,Adugodi,NO PARKING,52.60097498425134,0.30088079470198675,75.22019867549669
89618926213ffff,Electronic City,NO PARKING,52.58100612700842,0.0223841059602649,5.596026490066225
8960145b663ffff,R.T. Nagar,WRONG PARKING,52.56112759092875,0.04390728476821192,10.97682119205298
8960145a883ffff,Kengeri,WRONG PARKING,52.52227316690927,0.02471523178807947,6.178807947019868
89618925357ffff,Jeevanbheemanagar,NO PARKING,52.39586681505072,1.287682119205298,321.9205298013245
89618925c97ffff,Mico Layout,WRONG PARKING,52.38004486419452,0.06708609271523179,16.771523178807946
8961892e097ffff,Mahadevapura,NO PARKING,52.35142627859842,0.017019867549668874,4.254966887417218
89618924a53ffff,Jayanagara,NO PARKING,52.34553084957294,0.022728476821192053,5.682119205298013
896189244d3ffff,Electronic City,WRONG PARKING,52.327820951975326,0.13218543046357617,33.046357615894046
89618925eb7ffff,Adugodi,NO PARKING,52.32084480628952,0.10708609271523177,26.771523178807943
8961892e973ffff,Pulikeshinagar(F.Town),NO PARKING,52.30621579121704,0.08999337748344372,22.498344370860927
89618920bb7ffff,HAL Old Airport,WRONG PARKING,52.26722576601021,0.5962649006622517,149.0662251655629
8960145b66bffff,R.T. Nagar,WRONG PARKING,52.26469304722781,0.01357615894039735,3.3940397350993377
89601459ebbffff,Peenya,WRONG PARKING,52.25828869743151,0.10707284768211921,26.7682119205298
896189242b3ffff,HSR Layout,WRONG PARKING,52.186859987191866,0.05741721854304636,14.35430463576159
8960145a48fffff,Banashankari,WRONG PARKING,52.12309149832881,0.011986754966887418,2.9966887417218544
89618924e4fffff,J.P. Nagar,NO PARKING,51.95665396620941,0.015066225165562913,3.7665562913907285
8961892436bffff,Mico Layout,NO PARKING,51.90773383331629,0.025298013245033113,6.324503311258278
8960145a06fffff,Byatarayanapura,PARKING IN A MAIN ROAD,51.89744361887532,0.10907947019867549,27.269867549668874
8960145b397ffff,Malleshwaram,WRONG PARKING,51.87213770772173,0.15233774834437086,38.08443708609271
89618924267ffff,Madiwala,WRONG PARKING,51.80493574410341,0.06121854304635761,15.304635761589402
89618925d03ffff,Jayanagara,PARKING IN A MAIN ROAD,51.783862395163816,0.13940397350993378,34.85099337748344
8960145b333ffff,Malleshwaram,WRONG PARKING,51.75769711027889,0.013112582781456954,3.2781456953642385
8960145a12bffff,Byatarayanapura,WRONG PARKING,51.68108599834373,0.027417218543046355,6.854304635761588
896189243d3ffff,Madiwala,WRONG PARKING,51.6722980330996,0.019536423841059605,4.884105960264901
89618920e4bffff,Whitefield,WRONG PARKING,51.49664202652766,0.04898675496688742,12.246688741721854
89618920bdbffff,HAL Old Airport,WRONG PARKING,51.48680386282343,0.5383841059602649,134.5960264900662
8960145a04fffff,Byatarayanapura,WRONG PARKING,51.47496182225231,0.013033112582781456,3.258278145695364
89618925b1bffff,Wilson Garden,WRONG PARKING,51.46155839661948,0.007814569536423841,1.9536423841059605
8961892462bffff,HSR Layout,PARKING IN A MAIN ROAD,51.44270492631825,0.019867549668874173,4.966887417218543
89601458603ffff,Vijayanagara,WRONG PARKING,51.34083518086583,0.037231788079470196,9.30794701986755
8960145a6bbffff,Basavanagudi,WRONG PARKING,51.33241541327056,0.051152317880794704,12.788079470198676
89618925963ffff,Basavanagudi,NO PARKING,51.32207163757101,0.037483443708609274,9.370860927152318
8960145b133ffff,Vijayanagara,WRONG PARKING,51.29744585051965,0.04513907284768212,11.28476821192053
896189209a3ffff,Bellandur,PARKING IN A MAIN ROAD,51.288082344632166,0.41477483443708607,103.69370860927151
896189258b3ffff,Mico Layout,WRONG PARKING,51.25435320094978,0.014900662251655629,3.725165562913907
8960145b03bffff,Sheshadripuram,NO PARKING,51.24436511232794,0.09198013245033113,22.99503311258278
89601458103ffff,Kamakshipalya,PARKING IN A MAIN ROAD,51.19127032509875,0.016635761589403972,4.158940397350993
8960145b4d3ffff,Cubbon Park,NO PARKING,51.12792361646213,0.09700662251655628,24.251655629139073
8960145b403ffff,Cubbon Park,NO PARKING,51.07770971191066,0.26072847682119205,65.18211920529801
89618927113ffff,Electronic City,WRONG PARKING,51.04952365767911,0.019536423841059605,4.884105960264901
8960145958fffff,Rajajinagar,WRONG PARKING,51.03454614512148,0.01695364238410596,4.23841059602649
8960145a483ffff,Banashankari,WRONG PARKING,51.02595989756769,0.07058278145695364,17.64569536423841
8960169760bffff,Chikkajala,NO PARKING,51.01829111007653,0.05966225165562914,14.915562913907285
8960145a6dbffff,V.V.Puram (C.Pet),NO PARKING,51.00704324137402,0.09705298013245033,24.263245033112582
89618920b6bffff,HAL Old Airport,NO PARKING,50.9935446469128,0.03198675496688742,7.996688741721854
8961892e9c3ffff,Pulikeshinagar(F.Town),NO PARKING,50.96819074449189,0.22205298013245034,55.51324503311258
89618925e0fffff,Ashok Nagar,NO PARKING,50.917716624726,0.02728476821192053,6.821192052980133
89618920977ffff,HAL Old Airport,WRONG PARKING,50.90382449483526,0.17952317880794702,44.88079470198676
896014594cfffff,Sadashivanagar,NO PARKING,50.86509198512263,0.05052980132450331,12.632450331125828
8961892e60bffff,K.R. Pura,WRONG PARKING,50.85953711762994,0.02880794701986755,7.201986754966887
8960145b69bffff,R.T. Nagar,NO PARKING,50.85348918223978,0.04384105960264901,10.960264900662253
896016911d7ffff,Devanahalli Airport,NO PARKING,50.75049349751676,0.15496688741721854,38.741721854304636
89618926bc7ffff,Thalagattapura,NO PARKING,50.70131288834085,0.047847682119205294,11.961920529801324
8961892e657ffff,K.R. Pura,NO PARKING,50.63647982210304,0.016721854304635762,4.180463576158941
8960145a177ffff,Byatarayanapura,WRONG PARKING,50.60218667235098,0.13137748344370861,32.84437086092716
89601451483ffff,Thalagattapura,WRONG PARKING,50.58334523965673,0.0505364238410596,12.6341059602649
8960145a4bbffff,Banashankari,WRONG PARKING,50.36421498030121,0.010728476821192054,2.6821192052980134
8961892596bffff,Basavanagudi,WRONG PARKING,50.32824794760023,0.013907284768211922,3.4768211920529803
8961892404fffff,Madiwala,WRONG PARKING,50.28997179887836,0.16055629139072847,40.139072847682115
8960145167bffff,K.S. Layout,PARKING IN A MAIN ROAD,50.26279313391792,0.007019867549668873,1.7549668874172182
89618925b4bffff,Halasuru Gate,PARKING IN A MAIN ROAD,50.209485260939765,0.04880794701986754,12.201986754966885
89618924a77ffff,K.S. Layout,NO PARKING,50.20059300422436,0.07824503311258278,19.561258278145697
896014595c3ffff,Yeshwanthpura,PARKING IN A MAIN ROAD,50.18951233624338,0.04894039735099338,12.235099337748345
8961892ea5bffff,Banaswadi,WRONG PARKING,50.12293161116982,0.049602649006622514,12.400662251655628
8961892c923ffff,Kodigehalli,WRONG PARKING,50.09052476534022,0.1707549668874172,42.6887417218543
8961892c9afffff,Kodigehalli,WRONG PARKING,50.08170300787474,0.03986754966887417,9.966887417218544
89601696487ffff,Yelahanka,PARKING IN A MAIN ROAD,50.078345836100105,0.014304635761589406,3.5761589403973515
8961892edd3ffff,Jeevanbheemanagar,NO PARKING,50.02704355478571,0.4615960264900662,115.39900662251655
89618925d4fffff,Jayanagara,NO PARKING,50.02164411581086,0.00728476821192053,1.8211920529801326
8960145a3d3ffff,Byatarayanapura,WRONG PARKING,50.00670204179015,0.01286092715231788,3.21523178807947
8961892e387ffff,Banaswadi,NO PARKING,49.99954306382104,3.770251655629139,942.5629139072847
8961892480bffff,Thalagattapura,WRONG PARKING,49.9972064714388,0.07856953642384107,19.642384105960268
89601459853ffff,Chikkabanavara,WRONG PARKING,49.92392456037715,0.08264900662251656,20.66225165562914
8960145900bffff,Jalahalli,WRONG PARKING,49.915064246652335,0.026026490066225167,6.506622516556292
89618925dd7ffff,Mico Layout,NO PARKING,49.86336639783905,0.0631456953642384,15.786423841059602
8960169668fffff,Yelahanka,WRONG PARKING,49.817806921498125,0.13220529801324504,33.051324503311264
8960145816bffff,Kamakshipalya,WRONG PARKING,49.80637380420369,0.018754966887417217,4.688741721854305
896016964b3ffff,Kodigehalli,WRONG PARKING,49.80411407966539,0.34511258278145696,86.27814569536424
8960145866fffff,Rajajinagar,PARKING IN A MAIN ROAD,49.762706828227046,0.07003973509933775,17.509933774834437
8961892ed67ffff,Halasur,NO PARKING,49.75731889304017,0.09503311258278145,23.758278145695364
89618934ac7ffff,Electronic City,PARKING IN A MAIN ROAD,49.63299345734077,0.051655629139072845,12.91390728476821
89618924abbffff,J.P. Nagar,WRONG PARKING,49.63200144369442,0.015463576158940397,3.865894039735099
896189258dbffff,Adugodi,PARKING IN A MAIN ROAD,49.60273898259459,0.013708609271523177,3.427152317880794
8961892429bffff,HSR Layout,WRONG PARKING,49.59253051925824,0.24540397350993376,61.35099337748344
8960145b077ffff,Malleshwaram,WRONG PARKING,49.58684993305258,2.198933774834437,549.7334437086092
8960145b4afffff,Halasuru Gate,NO PARKING,49.53152376627887,0.1580066225165563,39.50165562913908
8961892096bffff,HAL Old Airport,PARKING IN A MAIN ROAD,49.52717107946212,0.09851655629139072,24.629139072847682
8960145a4c7ffff,Banashankari,WRONG PARKING,49.52433248760009,0.016688741721854305,4.172185430463577
896014592b7ffff,Jalahalli,NO PARKING,49.51183410004089,0.10781456953642385,26.95364238410596
8960169115bffff,Devanahalli Airport,PARKING IN A MAIN ROAD,49.44074233046571,0.03741721854304636,9.35430463576159
8960145864fffff,Rajajinagar,WRONG PARKING,49.43883350603252,0.013377483443708609,3.3443708609271523
8961892e39bffff,Mahadevapura,WRONG PARKING,49.41519765479009,0.05124503311258277,12.811258278145694
89618924e8fffff,J.P. Nagar,NO PARKING,49.3907687282494,0.020794701986754968,5.198675496688742
89618925bcbffff,Ashok Nagar,NO PARKING,49.383384524895874,0.007781456953642383,1.9453642384105958
8961892420fffff,HSR Layout,WRONG PARKING,49.37138031142065,0.620682119205298,155.1705298013245
89618925903ffff,Jayanagara,WRONG PARKING,49.34967195589144,0.009933774834437087,2.4834437086092715
8961892eb17ffff,Pulikeshinagar(F.Town),WRONG PARKING,49.34096546961699,0.06317880794701987,15.794701986754967
8960145b66fffff,R.T. Nagar,WRONG PARKING,49.33766370302601,0.013642384105960265,3.4105960264900665
89601459ccbffff,Peenya,PARKING IN A MAIN ROAD,49.32058294209852,0.019536423841059605,4.884105960264901
8961892536fffff,Jeevanbheemanagar,WRONG PARKING,49.28974556696372,0.01143046357615894,2.857615894039735
8960145b6a7ffff,High ground,WRONG PARKING,49.27223382341264,1.2931920529801324,323.2980132450331
8961892cbd7ffff,Hebbala,WRONG PARKING,49.25793506242731,0.017549668874172183,4.387417218543046
8961892448bffff,Electronic City,WRONG PARKING,49.25569010890332,0.24447682119205297,61.11920529801324
89618925d07ffff,Jayanagara,WRONG PARKING,49.24454640667919,0.16445033112582783,41.11258278145696
8960145ad83ffff,Kengeri,NO PARKING,49.21872811823529,0.03437086092715232,8.59271523178808
8960145a28bffff,Magadi Road,PARKING IN A MAIN ROAD,49.20093902635536,0.05736423841059602,14.341059602649006
8961892e54bffff,Mahadevapura,DOUBLE PARKING,49.19947293466348,0.019536423841059605,4.884105960264901
89618925d7bffff,Jayanagara,PARKING IN A MAIN ROAD,49.17472563638058,0.13940397350993378,34.85099337748344
8961892e84fffff,Banaswadi,NO PARKING,49.16813341279509,0.05128476821192053,12.821192052980132
89601459847ffff,No Police Station,WRONG PARKING,49.15730542572252,0.11181456953642384,27.953642384105958
89618924a5bffff,Jayanagara,WRONG PARKING,49.120843997323846,0.12370860927152318,30.927152317880793
89601458ed3ffff,Kamakshipalya,WRONG PARKING,49.11853828238812,0.106,26.5
89601459013ffff,Jalahalli,WRONG PARKING,49.08684947765939,0.029801324503311258,7.450331125827814
89618927223ffff,Bellandur,NO PARKING,48.9969795232548,0.19173509933774835,47.93377483443709
8961892c14bffff,Hennuru,NO PARKING,48.99642322773427,0.014635761589403972,3.6589403973509933
8960145a647ffff,Basavanagudi,NO PARKING,48.96513087433253,0.018642384105960263,4.660596026490066
8961892edd7ffff,Jeevanbheemanagar,WRONG PARKING,48.95472986444157,0.048370860927152315,12.092715231788079
8960145a2c3ffff,Magadi Road,NO PARKING,48.947169751576745,0.34650993377483447,86.62748344370861
8961892ea43ffff,Banaswadi,NO PARKING,48.94299775463039,0.013609271523178808,3.402317880794702
8960145a2a3ffff,Byatarayanapura,WRONG PARKING,48.92839144058072,0.022927152317880797,5.731788079470199
896014585b3ffff,Jnanabharathi,WRONG PARKING,48.92164659321045,0.043377483443708606,10.844370860927151
89601459443ffff,Kodigehalli,NO PARKING,48.92128013406364,0.08304635761589403,20.76158940397351
89618925c2bffff,Madiwala,WRONG PARKING,48.8269938365958,0.015496688741721854,3.8741721854304636
89618925883ffff,Mico Layout,NO PARKING,48.76940880517881,0.013245033112582781,3.3112582781456954
89618924b67ffff,K.S. Layout,PARKING IN A MAIN ROAD,48.76558100986523,0.05201986754966888,13.00496688741722
89601458c53ffff,Kamakshipalya,WRONG PARKING,48.71242935109034,0.12397350993377483,30.99337748344371
8960145a137ffff,Kengeri,PARKING IN A MAIN ROAD,48.67965584685544,0.012251655629139073,3.062913907284768
8960145934fffff,Jalahalli,WRONG PARKING,48.66641073365369,0.04990728476821192,12.47682119205298
89601459537ffff,Rajajinagar,WRONG PARKING,48.66419147422684,0.4737615894039735,118.44039735099338
896016961b7ffff,Yelahanka,NO PARKING,48.66297015031002,0.014503311258278145,3.6258278145695364
89601459babffff,No Police Station,WRONG PARKING,48.661040920346224,0.02066225165562914,5.165562913907285
8961892734bffff,Bellandur,WRONG PARKING,48.64523631509519,0.43458940397351,108.6473509933775
89618927327ffff,Bellandur,WRONG PARKING,48.64076654895849,0.039887417218543046,9.971854304635762
8960145b08fffff,Sheshadripuram,NO PARKING,48.622240811665925,0.7074768211920529,176.8692052980132
89618924e97ffff,J.P. Nagar,WRONG PARKING,48.61231727382762,0.08986754966887417,22.466887417218544
8960145b143ffff,Rajajinagar,WRONG PARKING,48.60557104850979,0.15288079470198676,38.22019867549669
89618920e7bffff,Whitefield,WRONG PARKING,48.60514753132993,0.04013245033112583,10.033112582781458
8961892eca7ffff,Jeevanbheemanagar,NO PARKING,48.595925035237386,1.0805629139072848,270.1407284768212
89618920ed7ffff,Whitefield,WRONG PARKING,48.58822839447661,0.04168211920529801,10.420529801324502
89601451d6bffff,Kengeri,NO PARKING,48.51963550854081,0.012516556291390727,3.129139072847682
8961892586bffff,Wilson Garden,WRONG PARKING,48.51427246082726,0.08203973509933775,20.509933774834437
89618924d73ffff,Thalagattapura,WRONG PARKING,48.49440372593849,0.04470198675496689,11.175496688741722
8961892e12bffff,Banaswadi,WRONG PARKING,48.492292100728655,0.04321854304635762,10.804635761589404
8961892ea57ffff,Banaswadi,WRONG PARKING,48.48233974940957,0.03503311258278146,8.758278145695366
8961892729bffff,Bellandur,WRONG PARKING,48.45361188267642,0.06850331125827815,17.125827814569536
89601459e73ffff,Chikkabanavara,NO PARKING,48.43510423461832,0.05433774834437086,13.584437086092716
89618920807ffff,Whitefield,WRONG PARKING,48.37685931714373,0.04887417218543046,12.218543046357615
8961892728bffff,Bellandur,WRONG PARKING,48.3646162270503,0.07588079470198676,18.97019867549669
89618924933ffff,Thalagattapura,WRONG PARKING,48.3417983539706,0.13905298013245032,34.76324503311258
8960145ae37ffff,Jnanabharathi,NO PARKING,48.26470233846492,0.01794701986754967,4.486754966887418
89618927233ffff,Bellandur,WRONG PARKING,48.21431714393901,0.060529801324503314,15.13245033112583
896016965b3ffff,Kodigehalli,WRONG PARKING,48.20341338230504,0.027814569536423844,6.953642384105961
896016962bbffff,Yelahanka,NO PARKING,48.15300878191084,0.027483443708609275,6.870860927152319
8960145a203ffff,Magadi Road,NO PARKING,48.15013508594456,0.026900662251655633,6.725165562913908
8961892493bffff,Thalagattapura,WRONG PARKING,48.100811542563314,0.03470198675496689,8.675496688741722
8961892589bffff,Mico Layout,PARKING IN A MAIN ROAD,48.076727058433946,0.1097019867549669,27.425496688741724
8961892ca77ffff,Hebbala,WRONG PARKING,48.06012382869376,0.03682119205298013,9.205298013245033
8960145908fffff,Jalahalli,WRONG PARKING,48.04079605113255,0.01271523178807947,3.1788079470198674
896189248cbffff,J.P. Nagar,WRONG PARKING,48.03536851282246,0.027880794701986754,6.970198675496689
89618924653ffff,Bellandur,WRONG PARKING,48.00369471712745,0.054913907284768214,13.728476821192054
89618925a6fffff,Cubbon Park,NO PARKING,47.97989362875104,0.13225165562913907,33.062913907284766
896189219cfffff,Mahadevapura,WRONG PARKING,47.97983836907444,0.6152119205298013,153.80298013245033
8960145b4abffff,Halasuru Gate,NO PARKING,47.96683626332732,0.010728476821192054,2.6821192052980134
8961892c937ffff,Kodigehalli,WRONG PARKING,47.93137154024506,0.11311258278145694,28.278145695364238
89618924e23ffff,J.P. Nagar,NO PARKING,47.91647730115959,0.028344370860927153,7.086092715231788
89618924a4fffff,Jayanagara,NO PARKING,47.879725676284224,0.009470198675496689,2.3675496688741724
8961892e48fffff,Mahadevapura,WRONG PARKING,47.85245325036547,0.38926490066225167,97.31622516556291
89601459527ffff,Yeshwanthpura,WRONG PARKING,47.83462432387587,0.1112251655629139,27.806291390728475
8961892288bffff,No Police Station,WRONG PARKING,47.82398269597781,0.09089403973509934,22.723509933774835
8961892f683ffff,K.R. Pura,PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC,47.82202772339983,0.039867549668874167,9.966887417218542
896014595abffff,Rajajinagar,WRONG PARKING,47.815729571838325,0.14033112582781457,35.08278145695364
8960145aa53ffff,Jnanabharathi,WRONG PARKING,47.8142777362449,0.021854304635761587,5.463576158940397
89618925a97ffff,Ashok Nagar,NO PARKING,47.80389014954531,0.015549668874172185,3.8874172185430464
8961892e60fffff,K.R. Pura,WRONG PARKING,47.78881623787123,0.014609271523178808,3.652317880794702
8961892e5cbffff,Mahadevapura,PARKING IN A MAIN ROAD,47.74575462847893,0.02095364238410596,5.23841059602649
896189255abffff,HSR Layout,WRONG PARKING,47.70222476272575,0.028145695364238412,7.036423841059603
8960145b063ffff,Malleshwaram,WRONG PARKING,47.674049783702046,1.8922119205298014,473.05298013245033
8960145b497ffff,Halasuru Gate,NO PARKING,47.66277208132892,0.16763576158940396,41.90894039735099
896014514c3ffff,Thalagattapura,NO PARKING,47.645436007160434,0.009801324503311257,2.450331125827814
89618924273ffff,HSR Layout,WRONG PARKING,47.64329820600919,0.02413907284768212,6.03476821192053
8961892ee97ffff,Banaswadi,WRONG PARKING,47.64249050504912,0.03764900662251656,9.41225165562914
8960145964bffff,Kodigehalli,WRONG PARKING,47.57748034946013,0.03778807947019868,9.44701986754967
8961892404bffff,HSR Layout,WRONG PARKING,47.57567146952008,0.03218543046357616,8.04635761589404
89601459573ffff,Yeshwanthpura,NO PARKING,47.57471089047765,0.4724768211920529,118.11920529801323
89618920a2bffff,HAL Old Airport,WRONG PARKING,47.57444418459082,1.533549668874172,383.387417218543
8961892553bffff,HSR Layout,WRONG PARKING,47.553188656763176,0.10688741721854304,26.721854304635762
89618927667ffff,Bellandur,WRONG PARKING,47.54932812849872,0.23079470198675497,57.69867549668874
89601459b9bffff,No Police Station,WRONG PARKING,47.47018251289701,0.0528476821192053,13.211920529801324
8961892cd13ffff,R.T. Nagar,WRONG PARKING,47.45065374148152,0.0203841059602649,5.096026490066224
8960145b26bffff,Sadashivanagar,WRONG PARKING,47.4429825485555,0.6861258278145695,171.5314569536424
8961892731bffff,Bellandur,NO PARKING,47.434119869752365,0.07116556291390728,17.79139072847682
8960145b38fffff,Malleshwaram,WRONG PARKING,47.41186835424213,0.016688741721854305,4.172185430463577
89618925a1bffff,Ashok Nagar,NO PARKING,47.39964430556459,0.00728476821192053,1.8211920529801326
8960145854fffff,Jnanabharathi,DOUBLE PARKING,47.39504159005479,0.01128476821192053,2.8211920529801326
8960145a0d3ffff,Basavanagudi,NO PARKING,47.34089670555413,0.03245033112582782,8.112582781456954
8961892ea47ffff,Banaswadi,WRONG PARKING,47.31345081481581,0.34956953642384103,87.39238410596026
8961892e903ffff,Pulikeshinagar(F.Town),WRONG PARKING,47.30643191738129,0.023986754966887416,5.996688741721854
8960145a347ffff,Byatarayanapura,WRONG PARKING,47.30550340827415,0.04397350993377483,10.993377483443707
89618925527ffff,HSR Layout,WRONG PARKING,47.200386262541706,0.021986754966887415,5.4966887417218535
8960145939bffff,Jalahalli,WRONG PARKING,47.182321430893325,0.16126490066225166,40.31622516556291
8961892e68bffff,Mahadevapura,PARKING IN A MAIN ROAD,47.1267116000373,0.01843708609271523,4.6092715231788075
8960145b44bffff,High ground,NO PARKING,47.1234130684168,0.0297682119205298,7.44205298013245
8961892728fffff,Bellandur,WRONG PARKING,47.08221430635471,0.28505298013245034,71.26324503311258
8960145b493ffff,Cubbon Park,NO PARKING,47.06814547016323,0.008278145695364239,2.06953642384106
8961892f473ffff,K.R. Pura,WRONG PARKING,47.044886670834295,0.07925827814569536,19.81456953642384
896014595cfffff,Yeshwanthpura,WRONG PARKING,47.002798097234624,0.07656953642384105,19.142384105960264
8961892c983ffff,Kodigehalli,WRONG PARKING,46.98601515887455,0.08067549668874173,20.168874172185433
89618925a63ffff,Ashok Nagar,WRONG PARKING,46.97743131969256,0.034,8.5
8961892e16fffff,Banaswadi,WRONG PARKING,46.948855824605324,0.4275496688741722,106.88741721854305
8961892ec87ffff,Jeevanbheemanagar,PARKING IN A MAIN ROAD,46.94433624384921,0.17748344370860927,44.37086092715232
8961892185bffff,Mahadevapura,WRONG PARKING,46.89047853743525,0.10125827814569535,25.31456953642384
8961892cb4bffff,Kodigehalli,WRONG PARKING,46.886624412575536,0.9443642384105959,236.09105960264898
8960145810bffff,Kamakshipalya,WRONG PARKING,46.87746174945571,0.010675496688741723,2.6688741721854305
89601458127ffff,Kamakshipalya,WRONG PARKING,46.81150772759917,0.02172185430463576,5.43046357615894
89601459147ffff,Peenya,WRONG PARKING,46.77458290914981,0.03112582781456954,7.781456953642385
8960145a5b7ffff,K.S. Layout,PARKING IN A MAIN ROAD,46.76829245918231,0.059602649006622516,14.900662251655628
8960169046bffff,Devanahalli Airport,NO PARKING,46.72309129304036,0.020596026490066224,5.149006622516556
8960145a663ffff,Chamarajpet,WRONG PARKING,46.71285800295928,0.008874172185430464,2.218543046357616
8961892cb43ffff,Kodigehalli,WRONG PARKING,46.708137394765,0.40620529801324506,101.55132450331126
8960145b50fffff,Magadi Road,NO PARKING,46.70754924958422,0.09986754966887418,24.966887417218544
89618925a0bffff,Ashok Nagar,NO PARKING,46.62819627262573,0.126682119205298,31.670529801324502
8960145b283ffff,Sadashivanagar,NO PARKING,46.60499069963941,0.030304635761589403,7.576158940397351
896014584d7ffff,Vijayanagara,WRONG PARKING,46.57522115418112,0.01271523178807947,3.1788079470198674
8961892e2bbffff,K.R. Pura,WRONG PARKING,46.55892823465426,5.171013245033112,1292.753311258278
8961892cbcfffff,Kodigehalli,WRONG PARKING,46.54906374450283,0.3129403973509934,78.23509933774835
896189243d7ffff,Madiwala,NO PARKING,46.53050932266154,0.01033112582781457,2.5827814569536427
8961892cc9bffff,K.G. Halli,NO PARKING,46.522671286717824,0.03357615894039735,8.394039735099337
8961892e4c7ffff,Mahadevapura,PARKING IN A MAIN ROAD,46.46789003741226,0.0704635761589404,17.6158940397351
89618924817ffff,Thalagattapura,WRONG PARKING,46.46213450964566,0.026463576158940398,6.6158940397351
8961892cb63ffff,Kodigehalli,WRONG PARKING,46.44986800921084,0.01470198675496689,3.675496688741722
89618921d53ffff,Whitefield,PARKING IN A MAIN ROAD,46.41157140062149,0.013907284768211922,3.4768211920529803
89601458123ffff,Kamakshipalya,NO PARKING,46.38592829822926,0.012582781456953641,3.1456953642384105
8961892e00bffff,Mahadevapura,WRONG PARKING,46.37134622608455,0.3815562913907285,95.38907284768213
8961892dd87ffff,Hennuru,WRONG PARKING,46.35857711561725,0.015377483443708609,3.8443708609271523
89601459863ffff,No Police Station,WRONG PARKING,46.34309514221279,0.06854304635761589,17.135761589403973
8960145a397ffff,Byatarayanapura,WRONG PARKING,46.3276835360354,0.1096291390728477,27.407284768211927
89618927357ffff,Bellandur,WRONG PARKING,46.30755156707082,0.05018543046357615,12.546357615894038
8960145900fffff,Jalahalli,WRONG PARKING,46.29540916236469,0.17234437086092716,43.08609271523179
8960145b603ffff,R.T. Nagar,WRONG PARKING,46.28006154569601,0.21937748344370858,54.84437086092714
8961892e863ffff,Pulikeshinagar(F.Town),NO PARKING,46.26870914193773,0.017549668874172183,4.387417218543046
896014583c3ffff,Peenya,NO PARKING,46.21660217922256,0.07243708609271524,18.10927152317881
8961892e683ffff,Mahadevapura,WRONG PARKING,46.19937183889406,0.11690728476821191,29.226821192052977
8961892e963ffff,Pulikeshinagar(F.Town),NO PARKING,46.19566932351113,0.19712582781456953,49.28145695364238
89618926b1bffff,Thalagattapura,NO PARKING,46.178024385072455,0.012649006622516556,3.162251655629139
89601459007ffff,Jalahalli,PARKING IN A MAIN ROAD,46.15256998147927,0.03403973509933775,8.509933774834437
896189219bbffff,Whitefield,WRONG PARKING,46.145255367545765,0.022450331125827814,5.612582781456953
89618924e83ffff,Hulimavu,WRONG PARKING,46.11339907899183,0.0126158940397351,3.153973509933775
8961892e44bffff,Mahadevapura,WRONG PARKING,46.111601071578335,0.0874635761589404,21.8658940397351
8961892cb2fffff,Kodigehalli,WRONG PARKING,46.08402738796933,0.07827814569536425,19.56953642384106
89618920e97ffff,Whitefield,NO PARKING,46.0795166619515,0.004304635761589404,1.076158940397351
8961892e957ffff,Pulikeshinagar(F.Town),NO PARKING,46.07606745184825,0.04950993377483444,12.37748344370861
8961892dd57ffff,Hennuru,NO PARKING,46.07600673672157,0.018211920529801324,4.552980132450331
8960145a6b7ffff,Basavanagudi,NO PARKING,46.05955164401328,0.014410596026490067,3.6026490066225167
8961892ec8bffff,Jeevanbheemanagar,PARKING IN A MAIN ROAD,46.05893581146842,0.04543046357615894,11.357615894039734
8961892cb7bffff,Kodigehalli,WRONG PARKING,46.05386075565894,2.3253576158940397,581.3394039735099
8961892e95bffff,Pulikeshinagar(F.Town),WRONG PARKING,46.00681207810807,0.010397350993377484,2.599337748344371
896014590c7ffff,Jalahalli,PARKING IN A MAIN ROAD,45.99140459831518,0.017682119205298014,4.420529801324504
89618924e8bffff,J.P. Nagar,NO PARKING,45.98704535048304,0.0380794701986755,9.519867549668874
896189243c3ffff,Madiwala,WRONG PARKING,45.98674293940015,0.014781456953642386,3.6953642384105962
89601458467ffff,Kamakshipalya,WRONG PARKING,45.98460276204806,0.021059602649006623,5.264900662251656
8961892c3bbffff,Hennuru,NO PARKING,45.97992523181559,0.01794701986754967,4.486754966887418
89601690193ffff,Chikkajala,NO PARKING,45.954361213463,5.139470198675497,1284.8675496688743
8960145a61bffff,Basavanagudi,NO PARKING,45.93594742457066,0.018013245033112583,4.503311258278146
8960145b0d7ffff,High ground,NO PARKING,45.93020387344371,0.007947019867549669,1.9867549668874172
